Data export from TecQuipment CE2000

Data series 1

    Time    Squar    veloc    Vmoto    error 
    21.12    2.130    9.275   10.015    2.140
    21.19    2.130    9.275   10.010    2.140
    21.25    2.135    9.270   10.010    2.140
    21.32    2.130    9.270   10.005    2.135
    21.38    2.130    9.270   10.005    2.140
    21.45    2.130    9.275   10.005    2.140
    21.52    2.130    9.275   10.000    2.140
    21.58    2.130    9.275   10.005    2.140
    21.65    2.135    9.275   10.005    2.140
    21.71    2.130    9.275   10.005    2.140
    21.78    2.130    9.280   10.000    2.140
    21.85    2.130    9.280   10.000    2.140
    21.91    2.130    9.275   10.000    2.140
    21.98    2.130    9.270   10.000    2.140
    22.04    2.135    9.270   10.000    2.140
    22.11    2.130    9.270   10.000    2.135
    22.18    2.135    9.270   10.000    2.140
    22.24    2.135    9.270   10.005    2.140
    22.31    2.130    9.270   10.005    2.140
    22.37    2.130    9.270   10.010    2.140
    22.44    2.130    9.275   10.015    2.140
    22.51    2.135    9.275   10.010    2.140
    22.57    2.135    9.280   10.015    2.140
    22.64    2.130    9.275   10.015    2.140
    22.70    2.135    9.280   10.015    2.140
    22.77    2.135    9.280   10.010    2.145
    22.84    2.135    9.275   10.010    2.145
    22.90    2.135    9.280   10.015    2.140
    22.97    2.130    9.275   10.015    2.140
    23.03    2.135    9.275   10.010    2.140
    23.10    2.135    9.270   10.015    2.140
    23.17    2.135    9.270   10.010    2.145
    23.23    2.135    9.275   10.010    2.145
    23.30    2.130    9.275   10.010    2.140
    23.36    2.135    9.275   10.015    2.145
    23.43    2.130    9.280   10.010    2.140
    23.50    2.135    9.280   10.015    2.140
    23.56    2.130    9.280   10.010    2.140
    23.63    2.130    9.280   10.005    2.135
    23.69    2.130    9.280   10.005    2.140
    23.76    2.130    9.280   10.005    2.140
    23.83    2.130    9.275   10.000    2.140
    23.89    3.270    9.280   10.145    3.290
    23.96    4.080    9.280   10.235    4.100
    24.02    4.080    9.290   10.235    4.100
    24.09    4.080    9.290   10.235    4.100
    24.16    4.080    9.300   10.235    4.100
    24.22    4.080    9.300   10.235    4.100
