Data export from TecQuipment CE2000

Data series 1

    Time       T1       T2 heater input 
    53.46    2.710    2.555    1.000
    53.53    2.710    2.555    1.000
    53.59    2.710    2.555    1.000
    53.66    2.710    2.555    1.000
    53.72    2.710    2.555    1.000
    53.79    2.710    2.555    1.000
    53.86    2.710    2.555    1.000
    53.92    2.710    2.555    1.000
    53.99    2.710    2.555    1.000
    54.05    2.715    2.555    1.000
    54.12    2.710    2.555    1.000
    54.19    2.710    2.555    1.000
    54.25    2.710    2.555    1.000
    54.32    2.710    2.555    1.000
    54.38    2.715    2.555    1.000
    54.45    2.715    2.555    1.000
    54.52    2.715    2.555    1.000
    54.58    2.715    2.560    1.000
    54.65    2.715    2.560    1.000
    54.71    2.715    2.560    1.000
    54.78    2.715    2.560    1.000
    54.85    2.715    2.560    1.000
    54.91    2.715    2.560    1.000
    54.98    2.715    2.560    1.000
    55.04    2.715    2.560    1.000
    55.11    2.715    2.560    1.000
    55.18    2.715    2.560    1.000
    55.24    2.715    2.560    1.000
    55.31    2.715    2.560    1.000
    55.37    2.715    2.560    1.000
    55.44    2.715    2.560    1.000
    55.51    2.720    2.560    1.000
    55.57    2.715    2.560    1.000
    55.64    2.715    2.560    1.000
    55.70    2.720    2.560    1.000
    55.77    2.720    2.560    1.000
    55.84    2.715    2.560    1.000
    55.90    2.720    2.560    1.000
    55.97    2.720    2.560    1.000
    56.03    2.720    2.560    1.000
    56.10    2.720    2.560    1.000
    56.17    2.720    2.560    1.000
    56.23    2.720    2.560    1.000
    56.30    2.720    2.560    1.000
    56.36    2.720    2.560    1.000
    56.43    2.720    2.560    1.000
    56.50    2.720    2.560    1.000
    56.56    2.720    2.565    1.000
    56.63    2.720    2.565    1.000
    56.69    2.720    2.565    1.000
    56.76    2.720    2.565    1.000
    56.83    2.720    2.565    1.000
    56.89    2.720    2.565    1.000
    56.96    2.720    2.565    1.000
    57.02    2.720    2.565    1.000
    57.09    2.720    2.565    1.000
    57.16    2.725    2.565    1.000
    57.22    2.720    2.565    1.000
    57.29    2.725    2.565    1.000
    57.35    2.725    2.565    1.000
    57.42    2.725    2.565    1.000
    57.49    2.725    2.565    1.000
    57.55    2.725    2.565    1.000
    57.62    2.725    2.565    1.000
    57.68    2.725    2.565    1.000
    57.75    2.725    2.565    1.000
    57.82    2.725    2.565    1.000
    57.88    2.725    2.565    1.000
    57.95    2.725    2.565    1.000
    58.01    2.725    2.565    1.000
    58.08    2.725    2.565    1.000
    58.15    2.725    2.565    1.000
    58.21    2.725    2.565    1.000
    58.28    2.725    2.565    1.000
    58.34    2.725    2.565    1.000
    58.41    2.725    2.565    1.000
    58.48    2.725    2.570    1.000
    58.54    2.725    2.565    1.000
    58.61    2.730    2.570    1.000
    58.67    2.730    2.565    1.000
    58.74    2.730    2.570    1.000
    58.81    2.730    2.570    1.000
    58.87    2.730    2.570    1.000
    58.94    2.730    2.570    1.000
    59.00    2.730    2.570    1.000
    59.07    2.730    2.570    1.000
    59.14    2.730    2.570    1.000
    59.20    2.730    2.570    1.000
    59.27    2.730    2.570    1.000
    59.33    2.730    2.570    1.000
    59.40    2.730    2.570    1.000
    59.47    2.730    2.570    1.000
    59.53    2.730    2.570    1.000
    59.60    2.730    2.570    1.000
    59.66    2.730    2.570    1.000
    59.73    2.730    2.570    1.000
    59.80    2.730    2.570    1.000
    59.86    2.730    2.570    1.000
    59.93    2.730    2.570    1.000
    59.99    2.730    2.570    1.000
    60.06    2.730    2.570    1.000
    60.13    2.730    2.570    1.000
    60.19    2.730    2.570    1.000
    60.26    2.735    2.575    1.000
    60.32    2.730    2.570    1.000
    60.39    2.735    2.575    1.000
    60.46    2.735    2.575    1.000
    60.52    2.735    2.570    1.000
    60.59    2.735    2.575    1.000
    60.65    2.735    2.575    1.000
    60.72    2.735    2.575    1.000
    60.79    2.735    2.575    1.000
    60.85    2.735    2.575    1.000
    60.92    2.735    2.575    1.000
    60.98    2.735    2.575    1.000
    61.05    2.735    2.575    1.000
    61.12    2.735    2.575    1.000
    61.18    2.735    2.575    1.000
    61.25    2.735    2.575    1.000
    61.31    2.735    2.575    1.000
    61.38    2.735    2.575    1.000
    61.45    2.735    2.575    1.000
    61.51    2.735    2.575    1.000
    61.58    2.735    2.575    1.000
    61.64    2.735    2.575    1.000
    61.71    2.735    2.575    1.000
    61.78    2.740    2.575    1.000
    61.84    2.735    2.575    1.000
    61.91    2.740    2.575    1.000
    61.97    2.740    2.575    1.000
    62.04    2.740    2.575    1.000
    62.11    2.740    2.575    1.000
    62.17    2.740    2.575    1.000
    62.24    2.740    2.575    1.000
    62.30    2.740    2.575    1.000
    62.37    2.740    2.580    1.000
    62.44    2.740    2.580    1.000
    62.50    2.740    2.580    1.000
    62.57    2.740    2.580    1.000
    62.63    2.740    2.580    1.000
    62.70    2.740    2.580    1.000
    62.77    2.740    2.580    1.000
    62.83    2.740    2.580    1.000
    62.90    2.740    2.580    1.000
    62.96    2.740    2.580    1.000
    63.03    2.740    2.580    1.000
    63.10    2.745    2.580    1.000
    63.16    2.745    2.580    1.000
    63.23    2.745    2.580    1.000
    63.29    2.745    2.580    1.000
    63.36    2.745    2.580    1.000
    63.43    2.745    2.580    1.000
    63.49    2.745    2.580    1.000
    63.56    2.745    2.580    1.000
    63.62    2.745    2.580    1.000
    63.69    2.745    2.580    1.000
    63.76    2.745    2.580    1.000
    63.82    2.745    2.580    1.000
    63.89    2.745    2.580    1.000
    63.95    2.745    2.580    1.000
    64.02    2.745    2.580    1.000
    64.09    2.745    2.580    1.000
    64.15    2.745    2.580    1.000
    64.22    2.745    2.580    1.000
    64.28    2.745    2.580    1.000
    64.35    2.745    2.585    1.000
    64.42    2.745    2.585    1.000
    64.48    2.745    2.585    1.000
    64.55    2.745    2.585    1.000
    64.61    2.745    2.585    1.000
    64.68    2.745    2.585    1.000
    64.75    2.750    2.585    1.000
    64.81    2.745    2.585    1.000
    64.88    2.750    2.585    1.000
    64.94    2.750    2.585    1.000
    65.01    2.750    2.585    1.000
    65.08    2.750    2.585    1.000
    65.14    2.750    2.585    1.000
    65.21    2.750    2.585    1.000
    65.27    2.750    2.585    1.000
    65.34    2.750    2.585    1.000
    65.41    2.750    2.585    1.000
    65.47    2.750    2.585    1.000
    65.54    2.750    2.585    1.000
    65.60    2.750    2.585    1.000
    65.67    2.750    2.585    1.000
    65.74    2.750    2.585    1.000
    65.80    2.750    2.585    1.000
    65.87    2.750    2.585    1.000
    65.93    2.750    2.585    1.000
    66.00    2.755    2.585    1.000
    66.07    2.750    2.585    1.000
    66.13    2.755    2.590    1.000
    66.20    2.755    2.590    1.000
    66.26    2.750    2.590    1.000
    66.33    2.755    2.585    1.000
    66.40    2.750    2.585    1.000
    66.46    2.755    2.590    1.000
    66.53    2.755    2.590    1.000
    66.59    2.755    2.590    1.000
    66.66    2.755    2.590    1.000
    66.73    2.755    2.590    1.000
    66.79    2.755    2.590    1.000
    66.86    2.755    2.590    1.000
    66.92    2.755    2.590    1.000
    66.99    2.755    2.590    1.000
    67.06    2.755    2.590    1.000
    67.12    2.755    2.590    1.000
    67.19    2.755    2.590    1.000
    67.25    2.755    2.590    1.000
    67.32    2.755    2.590    1.000
    67.39    2.755    2.590    1.000
    67.45    2.755    2.590    1.000
    67.52    2.755    2.590    1.000
    67.58    2.755    2.590    1.000
    67.65    2.755    2.590    1.000
    67.72    2.755    2.590    1.000
    67.78    2.755    2.590    1.000
    67.85    2.755    2.590    1.000
    67.91    2.760    2.590    1.000
    67.98    2.755    2.590    1.000
    68.05    2.760    2.595    1.000
    68.11    2.760    2.590    1.000
    68.18    2.760    2.590    1.000
    68.24    2.760    2.595    1.000
    68.31    2.760    2.595    1.000
    68.38    2.760    2.595    1.000
    68.44    2.760    2.595    1.000
    68.51    2.760    2.595    1.000
    68.57    2.760    2.595    1.000
    68.64    2.760    2.595    1.000
    68.71    2.760    2.595    1.000
    68.77    2.760    2.595    1.000
    68.84    2.760    2.595    1.000
    68.90    2.760    2.595    1.000
    68.97    2.760    2.595    1.000
    69.04    2.760    2.595    1.000
    69.10    2.760    2.595    1.000
    69.17    2.760    2.595    1.000
    69.23    2.760    2.595    1.000
    69.30    2.760    2.595    1.000
    69.37    2.760    2.595    1.000
    69.43    2.760    2.595    1.000
    69.50    2.760    2.595    1.000
    69.56    2.760    2.595    1.000
    69.63    2.765    2.595    1.000
    69.70    2.765    2.595    1.000
    69.76    2.765    2.595    1.000
    69.83    2.765    2.595    1.000
    69.89    2.765    2.600    1.000
    69.96    2.765    2.595    1.000
    70.03    2.765    2.600    1.000
    70.09    2.765    2.600    1.000
    70.16    2.765    2.600    1.000
    70.22    2.765    2.600    1.000
    70.29    2.765    2.600    1.000
    70.36    2.765    2.595    1.000
    70.42    2.765    2.600    1.000
    70.49    2.765    2.600    1.000
    70.55    2.765    2.600    1.000
    70.62    2.765    2.600    1.000
    70.69    2.765    2.600    1.000
    70.75    2.765    2.600    1.000
    70.82    2.765    2.600    1.000
    70.88    2.765    2.600    1.000
    70.95    2.765    2.600    1.000
    71.02    2.765    2.600    1.000
    71.08    2.765    2.600    1.000
    71.15    2.765    2.600    1.000
    71.21    2.765    2.600    1.000
    71.28    2.770    2.600    1.000
    71.35    2.770    2.600    1.000
    71.41    2.765    2.600    1.000
    71.48    2.770    2.600    1.000
    71.54    2.770    2.600    1.000
    71.61    2.770    2.600    1.000
    71.68    2.770    2.600    1.000
    71.74    2.770    2.600    1.000
    71.81    2.770    2.600    1.000
    71.87    2.770    2.600    1.000
    71.94    2.770    2.605    1.000
    72.01    2.770    2.600    1.000
    72.07    2.770    2.600    1.000
    72.14    2.770    2.605    1.000
    72.20    2.770    2.605    1.000
    72.27    2.770    2.600    1.000
    72.34    2.770    2.605    1.000
    72.40    2.770    2.600    1.000
    72.47    2.770    2.605    1.000
    72.53    2.770    2.605    1.000
    72.60    2.770    2.605    1.000
    72.67    2.770    2.605    1.000
    72.73    2.770    2.605    1.000
    72.80    2.775    2.605    1.000
    72.86    2.770    2.605    1.000
    72.93    2.770    2.605    1.000
    73.00    2.775    2.605    1.000
    73.06    2.775    2.605    1.000
    73.13    2.775    2.605    1.000
    73.19    2.775    2.605    1.000
    73.26    2.775    2.605    1.000
    73.33    2.775    2.605    1.000
    73.39    2.775    2.605    1.000
    73.46    2.775    2.605    1.000
    73.52    2.775    2.605    1.000
    73.59    2.775    2.605    1.000
    73.66    2.775    2.605    1.000
    73.72    2.775    2.610    1.000
    73.79    2.775    2.610    1.000
    73.85    2.775    2.605    1.000
    73.92    2.775    2.605    1.000
    73.99    2.775    2.605    1.000
    74.05    2.775    2.605    1.000
    74.12    2.775    2.605    1.000
    74.18    2.775    2.610    1.000
    74.25    2.775    2.610    1.000
    74.32    2.775    2.610    1.000
    74.38    2.775    2.610    1.000
    74.45    2.775    2.610    1.000
    74.51    2.775    2.610    1.000
    74.58    2.780    2.610    1.000
    74.65    2.775    2.610    1.000
    74.71    2.775    2.610    1.000
    74.78    2.775    2.610    1.000
    74.84    2.780    2.610    1.000
    74.91    2.780    2.610    1.000
    74.98    2.780    2.610    1.000
    75.04    2.780    2.610    1.000
    75.11    2.780    2.610    1.000
    75.17    2.780    2.610    1.000
    75.24    2.780    2.610    1.000
    75.31    2.780    2.610    1.000
    75.37    2.780    2.610    1.000
    75.44    2.780    2.610    1.000
    75.50    2.780    2.610    1.000
    75.57    2.780    2.610    1.000
    75.64    2.780    2.610    1.000
    75.70    2.780    2.610    1.000
    75.77    2.780    2.610    1.000
    75.83    2.780    2.615    1.000
    75.90    2.780    2.615    1.000
    75.97    2.780    2.610    1.000
    76.03    2.780    2.615    1.000
    76.10    2.780    2.615    1.000
    76.16    2.780    2.615    1.000
    76.23    2.780    2.615    1.000
    76.30    2.780    2.615    1.000
    76.36    2.780    2.615    1.000
    76.43    2.780    2.615    1.000
    76.49    2.780    2.615    1.000
    76.56    2.780    2.615    1.000
    76.63    2.780    2.615    1.000
    76.69    2.785    2.615    1.000
    76.76    2.785    2.615    1.000
    76.82    2.785    2.615    1.000
    76.89    2.785    2.615    1.000
    76.96    2.785    2.615    1.000
    77.02    2.785    2.615    1.000
    77.09    2.785    2.615    1.000
    77.15    2.785    2.615    1.000
    77.22    2.785    2.615    1.000
    77.29    2.785    2.615    1.000
    77.35    2.785    2.615    1.000
    77.42    2.785    2.615    1.000
    77.48    2.785    2.615    1.000
    77.55    2.785    2.615    1.000
    77.62    2.785    2.615    1.000
    77.68    2.785    2.615    1.000
    77.75    2.785    2.615    1.000
    77.81    2.785    2.615    1.000
    77.88    2.785    2.620    1.000
    77.95    2.785    2.615    1.000
    78.01    2.785    2.620    1.000
    78.08    2.785    2.620    1.000
    78.14    2.785    2.620    1.000
    78.21    2.790    2.620    1.000
    78.28    2.790    2.620    1.000
    78.34    2.790    2.620    1.000
    78.41    2.790    2.620    1.000
    78.47    2.790    2.620    1.000
    78.54    2.790    2.620    1.000
    78.61    2.790    2.620    1.000
    78.67    2.790    2.620    1.000
    78.74    2.790    2.620    1.000
    78.80    2.790    2.620    1.000
    78.87    2.790    2.620    1.000
    78.94    2.790    2.620    1.000
    79.00    2.790    2.620    1.000
    79.07    2.790    2.620    1.000
    79.13    2.790    2.620    1.000
    79.20    2.790    2.620    1.000
    79.27    2.790    2.620    1.000
    79.33    2.790    2.620    1.000
    79.40    2.790    2.620    1.000
    79.46    2.790    2.620    1.000
    79.53    2.790    2.620    1.000
    79.60    2.790    2.625    1.000
    79.66    2.790    2.620    1.000
    79.73    2.790    2.625    1.000
    79.79    2.795    2.625    1.000
    79.86    2.795    2.625    1.000
    79.93    2.795    2.625    1.000
    79.99    2.795    2.625    1.000
    80.06    2.795    2.625    1.000
    80.12    2.790    2.625    1.000
    80.19    2.795    2.625    1.000
